,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
1930,2016-08-02,urban dhobi,consumer internet,on demand laundry services,jaipur,"vinod bansal, sanjeev singhal",seed,,2016,8
1931,2016-08-02,gray routes,consumer internet,last mile logistics solutions,mumbai,"mahesh parasuraman, rahul gautam & others",seed,,2016,8
1932,2016-08-02,xpressbees,ecommerce,ecommerce logistics solutions,pune,"saif partners, idg ventures india, vertex ventures, valiant capital",private equity,1037125000.0,2016,8
1933,2016-08-02,invictus oncology,healthcare,cancer therapeutic info & solutions,new delhi,ratan tata,private equity,,2016,8
1934,2016-08-02,hansel.io,technology,mobile app tech solutions,bengaluru,"endiya partners, mekin maheshwari, rajesh sawhney",seed,,2016,8
1935,2016-09-02,inc42,consumer internet,startup focused media news portal,new delhi,"india ventures, aarin capital & others",seed,,2016,9
1936,2016-09-02,goqii,technology,personalized fitness coaching & fitness band,mumbai,edelweiss financial services,private equity,,2016,9
1937,2016-10-02,capzest,consumer internet,digital lending platform,mumbai,lion ventures,seed,16594000.0,2016,10
1938,2016-10-02,glamstudios,consumer internet,online salon aggregator,noida,aqeel ahmed,seed,,2016,10
1939,2016-10-02,affimity,consumer internet,social networking platform,bengaluru,undisclosed,seed,99564000.0,2016,10
1940,2016-10-02,anandakanda,technology,medicine intake reminder system,pune,undisclosed,seed,12445500.0,2016,10
1941,2016-10-02,joulestowatts,technology,it services & talent collaboration services startup,bengaluru,manipal global education services,seed,,2016,10
1942,2016-10-02,shopkirana,consumer internet,retailer supply chain platform,indore,"atul jain, anil gelra, jaikumar nair",seed,,2016,10
1943,2016-10-02,stylofie,consumer internet,online beauty parlour search & discovery platform,gurgaon,jaideep mehta,seed,,2016,10
1944,2016-10-02,oybob,ecommerce,hyperlocal products & services marketplace,gurgaon,sachin dalal,seed,,2016,10
1945,2016-12-02,actonmagic,technology,cloud analytics and management products,bengaluru,jayabalan subramanian,seed,10371250.0,2016,12
1946,2016-12-02,bonhomia,food & beverage,premium tea and coffee,new delhi,"alok rawat, grey orange robotics",seed,82970000.0,2016,12
1947,2016-12-02,igrenenergi,technology,solar power solutions,mumbai,sunil mehta,seed,82970000.0,2016,12
1948,2016-12-02,rksv,consumer internet,online stock trading platform,mumbai,kalaari capital,private equity,331880000.0,2016,12
